Crossheadmm,LoadN,Timesec
0.0340000005962793,0.1052198410034,0.112999998033047
0.0673000031383708,0.24578608572479999,0.212999999523163
0.100800003565382,0.5279433131217001,0.312999993562698
0.134300003992394,0.6183139681816,0.412999987602234
0.167699996381998,0.5094935297966,0.513000011444092
0.200900001800619,0.4753917753696,0.612999975681305
0.234199993428774,0.5566324591635999,0.712999999523163
0.267600000370294,0.48103988170620005,0.813000023365021
0.300899991998449,0.5275735259056,0.912999987602234
0.334300013491884,0.60214138031,1.01300001144409
0.36750000435859,0.7216284275054,1.11300003528595
0.400799995986745,0.6198875308036,1.21300005912781
0.434299989137799,0.801596224308,1.31299996376038
0.467600009869784,0.8469358086586,1.41299998760223
0.500799971632659,0.6633003354072,1.51300001144409
0.534099992364645,0.7727757096290001,1.61300003528595
0.56750001385808,1.0540599822998,1.71300005912781
0.600899977143854,0.8822335600851999,1.81299996376038
0.633999996352941,0.9404302835464,1.91299998760223
0.667300017084926,1.1907492876052,2.01300001144409
0.7006999803707,0.8879361748695,2.11299991607666
0.734300003387034,0.9766963124275001,2.21300005912781
0.76760002411902,1.0096702575683,2.31299996376038
0.800799985881895,1.1273998022079,2.41300010681152
0.83420000737533,1.2470766305923,2.51300001144409
0.867600028868765,1.2046067714691,2.61299991607666
0.90079999063164,1.0587544441223,2.71300005912781
0.934100011363626,1.1937007904052002,2.81299996376038
0.96739997388795,1.3886821269988998,2.91300010681152
1.00080005358905,1.4314166307448999,3.01300001144409
1.03419995866716,1.5455173254013,3.11299991607666
1.0673999786377,1.530074596405,3.21300005912781
1.10069999936968,1.4879755973815,3.31299996376038
1.13390001934022,1.7505658864975,3.41300010681152
1.16730004083365,1.6997970342636,3.51300001144409
1.20069994591177,1.8138782978057,3.61299991607666
1.23419996816665,1.8506027460098,3.71300005912781
1.26749998889863,1.8151161670684,3.81299996376038
1.30080000963062,2.2205674648283997,3.91300010681152
1.33420003112406,2.2020592689514,4.01300001144409
1.36750005185604,2.0917701721190998,4.11299991607666
1.40069995541126,2.3042254447937003,4.21299982070923
1.43409997690469,2.1957201957701997,4.31300020217896
1.46749999839813,2.3696243762969997,4.41300010681152
1.50100002065301,2.2383496761322,4.51300001144409
1.53400003910065,2.4226293563842,4.61299991607666
1.56719994265586,2.5562386512756,4.71299982070923
1.60049996338785,2.6823244094848,4.81300020217896
1.63379998411983,2.5682287216186,4.91300010681152
1.66720000561327,2.924126625061,5.01300001144409
1.70070002786815,2.9328010082244,5.11299991607666
1.73390004783869,3.1796498298645,5.21299982070923
1.76719995215535,3.1889181137084996,5.31300020217896
1.80059997364879,3.2146186828612997,5.41300010681152
1.83399999514222,3.4894180297851,5.51300001144409
1.86720001511276,3.6289370059967,5.61299991607666
1.90040003508329,3.7317473888397,5.71299982070923
1.93390005733818,3.8200891017912997,5.81300020217896
1.96729996241629,4.0432157516479,5.91300010681152
2.0006000995636,4.2328124046325,6.01300001144409
2.03399988822639,4.4111065864563,6.11299991607666
2.06739990971982,4.6847071647644,6.21299982070923
2.10050004534423,4.9504833221435,6.31300020217896
2.1337999496609,5.0535769462585005,6.41300010681152
2.16719997115433,5.2032485008239,6.51300001144409
2.20059999264777,5.5123715400695,6.61299991607666
2.23389989696443,5.6817097663879,6.71299982070923
2.26729991845787,5.8029332160949005,6.81300020217896
2.30060005560517,6.2549781799316,6.91300010681152
2.33400007709861,6.5658044815063,7.01300001144409
2.36740009859204,6.9344940185546,7.11299991607666
2.40050000138581,7.3144454956053995,7.21299982070923
2.43379990570247,7.8359422683715,7.31300020217896
2.46710004284978,7.966036796569801,7.41300010681152
2.50059994868934,7.9798746109008,7.51300001144409
2.53390008583665,8.7826509475708,7.61299991607666
2.56730010733008,9.0109481811523,7.71299982070923
2.60060001164675,9.3780651092529,7.81300020217896
2.63389991596341,9.9355459213256,7.91300010681152
2.66729993745685,10.432585716247601,8.01299953460693
2.70069995895028,11.032807350158699,8.11299991607666
2.73400009609759,11.3945074081421,8.21300029754639
