Crossheadmm,LoadN,Timesec
0.0344000000040978,2.0447647571563,0.114000000059605
0.0675999981467612,1.883373260498,0.214000001549721
0.101099998573773,4.9081711769103995,0.314000010490417
0.134300003992394,7.7051196098327,0.414000004529953
0.167699996381998,10.2862510681152,0.513999998569489
0.201100003323518,12.7808074951172,0.614000022411346
0.234399994951673,15.174009323120101,0.71399998664856
0.267700001131743,17.5131664276123,0.814000010490417
0.301099993521348,19.6279563903809,0.913999974727631
0.334400014253333,21.752449035644503,1.01400005817413
0.367700005881488,23.8652973175049,1.1139999628067
0.400999997509643,25.9094390869141,1.21399998664856
0.434299989137799,27.6550979614258,1.31400001049042
0.467600009869784,29.6184616088867,1.41400003433228
0.500999973155558,31.15159034729,1.51400005817413
0.534299993887544,32.776538848876996,1.6139999628067
0.567600014619529,34.7897262573242,1.71399998664856
0.600999977905303,36.7214965820312,1.81400001049042
0.634199997875839,38.627815246582,1.91400003433228
0.667500018607825,40.5153274536133,2.01399993896484
0.700899981893599,42.6377754211426,2.11400008201599
0.734300003387034,44.6019592285156,2.21399998664856
0.76750002335757,46.9403915405273,2.31399989128113
0.800699985120445,49.713699340820305,2.41400003433228
0.83410000661388,52.6777725219727,2.51399993896484
0.867300026584417,55.718074798584,2.61400008201599
0.90079999063164,59.011043548584,2.71399998664856
0.934200012125075,62.174270629882805,2.81399989128113
0.96739997388795,65.55615234375,2.91400003433228
1.00080005358905,69.12568664550781,3.01399993896484
1.03389995638281,72.67860412597659,3.11400008201599
1.06709997635335,76.33252716064449,3.21399998664856
1.10049999784678,80.562873840332,3.31399989128113
1.13430002238601,85.0608215332031,3.41400003433228
1.167600043118,89.3592147827148,3.51399993896484
1.20049994438887,92.6117706298828,3.61400008201599
1.23379996512085,95.80397796630861,3.71399998664856
1.26739998813719,100.783241271973,3.81399989128113
1.30070000886917,104.631660461426,3.91400003433228
1.33390002883971,107.36706542968801,4.01399993896484
1.36720004957169,112.32040405273399,4.11399984359741
1.40069995541126,115.83477020263699,4.21400022506714
1.43399997614324,119.44019317627,4.31400012969971
1.46729999687523,121.953269958496,4.41400003433228
1.50060001760721,124.086944580078,4.51399993896484
1.53380003757775,125.498878479004,4.61399984359741
1.56719994265586,125.548805236816,4.71400022506714
1.6005999641493,133.77143859863298,4.81400012969971
1.63389998488128,144.282806396484,4.91400003433228
1.66750000789762,153.90983581543,5.01399993896484
1.70090002939105,163.68138122558602,5.11399984359741
1.73420005012304,173.371963500977,5.21400022506714
1.7672999529168,182.648406982422,5.31400012969971
1.80059997364879,192.196670532227,5.41400003433228
1.83399999514222,201.907302856445,5.51399993896484
1.86730001587421,211.55226135253898,5.61399984359741
1.90050003584474,221.411407470703,5.71400022506714
1.93400005809963,231.371948242188,5.81400012969971
1.96740007959306,241.204986572266,5.91400003433228
2.0006000995636,250.720901489258,6.01399993896484
2.03390000388026,259.860595703125,6.11399984359741
2.0673000253737,269.036560058594,6.21400022506714
2.10090004839003,277.852447509766,6.31400012969971
2.13410006836057,285.801147460937,6.41400003433228
2.16719997115433,293.467254638672,6.51399993896484
2.20070010982454,301.363525390625,6.61399984359741
2.2342000156641,308.834655761719,6.71400022506714
2.26749991998076,316.176239013672,6.81400012969971
2.3008999414742,323.27545166015597,6.91400003433228
2.33429996296763,330.39251708984403,7.01399993896484
2.36780010163784,337.083374023438,7.11399984359741
2.40090000443161,343.631286621094,7.21400022506714
2.43410002440214,349.941436767578,7.31400012969971
2.46750004589558,356.561065673828,7.41400003433228
2.50079995021224,362.99853515625,7.51399993896484
2.53410008735955,369.704315185547,7.61399984359741
2.56750010885298,376.88623046875,7.71400022506714
2.60089989751577,383.49560546875,7.81400012969971
2.63420003466308,390.401000976562,7.91400003433228
2.66749993897974,397.3232421875,8.01399993896484
2.70069995895028,404.316528320313,8.11400032043457
2.73409998044372,411.603393554688,8.21399974822998
2.76730000041425,418.826354980469,8.31400012969971
2.80079990625381,426.20297241210903,8.41399955749512
2.83410004340112,433.167999267578,8.51399993896484
2.86750006489456,440.17373657226597,8.61400032043457
2.90090008638799,447.435485839844,8.71399974822998
2.93410010635853,454.210723876953,8.81400012969971
2.96740001067519,461.03826904296903,8.91399955749512
3.00080003216863,468.092346191406,9.01399993896484
3.03409993648529,474.69146728515597,9.11400032043457
3.0674000736326,481.452758789063,9.21399974822998
3.10080009512603,488.51431274414097,9.31400012969971
3.13419988378882,495.189422607422,9.41399955749512
3.16739990375936,501.79504394531205,9.51399993896484
3.2005999237299,508.181884765625,9.61400032043457
3.2339000608772,514.675659179687,9.71399974822998
3.26719996519387,521.223022460938,9.81400012969971
3.3005999866873,527.685485839844,9.91399955749512
3.33409989252687,534.048400878906,10.0139999389648
3.36740002967417,540.446228027344,10.1140003204346
3.40069993399084,546.395568847656,10.21399974823
3.43389995396137,552.504577636719,10.3140001296997
3.46700008958578,558.4163208007809,10.4139995574951
3.50029999390244,564.786071777344,10.5139999389648
3.53410001844168,571.086608886719,10.6140003204346
3.56730003841221,576.764038085937,10.71399974823
3.60019993968308,581.97216796875,10.8140001296997
3.63359996117651,587.657775878906,10.9139995574951
3.66710009984672,593.382934570313,11.0139999389648
